source	Tweets	sentiment	id	spans/0	spans/1	spans/2	spans/3	spans/4
twitter	consumers keep cautious stance    	-0.258	7.09723193125175E+017	consumers keep cautious stance				
stocktwits	all on a longer-term   technical swing long basis.    	0.591	25816362	all on a longer-term   technical swing long basis.				
twitter	$FB is taking the shine off $AAPL and $GOOG    	-0.13	7.19945914270556E+017	$FB is taking the shine off $AAPL and $GOOG				
stocktwits	broken out of a major horizontal resistance    	0.345	5429838	broken out of a major horizontal resistance				
twitter	Pie In The Sky    	0.365	7.19849703106552E+017	Pie In The Sky				
twitter	Balancing ROIC and growth to create value    	0.334	7.19542474528567E+017	Balancing ROIC and growth to create value				
twitter	Locked in some $FB puts for nice gain    	-0.524	7.19521169360028E+017	Locked in some $FB puts for nice gain				
stocktwits	'we close around $34 it''s a good sign Tom we can continue upwards!!   '	0.494	33815244	'we close around $34 it''s a good sign'	Tom we can continue upwards!!			
twitter	$NFLX more positive comments from $MS    	0.085	7.19600087777812E+017	$NFLX more positive comments from $MS				
stocktwits	Stochastic Overbought    	-0.516	39047349	Stochastic Overbought				
twitter	not all time low    been lower    	-0.268	7.19548872666849E+017	not all time low    been lower				
twitter	if one is to go long   money rotating into large cap tech    	0.383	7.10158462253142E+017	if one is to go long   money rotating into large cap tech				
twitter	looks great bullish   	0.396	7.19561685200048E+017	looks great	bullish			
twitter	starting to show some relative strength    	0.334	7.09413002697708E+017	starting to show some relative strength				
stocktwits	Time to stomp on some dreams.    	-0.258	37450150	Time to stomp on some dreams.				
stocktwits	If positive outcome w/ lung study5/8 we may see a 13D Filing by Soros    	0.33	36616915	If positive outcome w/ lung study5/8 we may see a 13D Filing by Soros				
stocktwits	more test of 12.85 coming up    	0.152	5804574	more test of 12.85 coming up				
stocktwits	RSI lowest level since October 2012    	0.165	15249839	RSI lowest level since October 2012				
stocktwits	Long setup    	0.438	5955346	Long setup				
twitter	Baird Upgrades Tesla Motors $TSLA to Outperform    	0.52	7.09328066938409E+017	Baird Upgrades Tesla Motors $TSLA to Outperform				
twitter	my 18 year old and 14 year old are never on $FB  Their mom and grandmas are though   	-0.258	7.1965113817004E+017	my 18 year old and 14 year old are never on $FB 	Their mom and grandmas are though			
twitter	Sector Stocks Leading Today    	0.454	7.08355634857529E+017	Sector Stocks Leading Today				
stocktwits	$YOKU 0    	0	7737263	$YOKU 0				
twitter	may not be as secure    	-0.308	7.19514715010036E+017	may not be as secure				
stocktwits	The Best Stocks for 2012    	0.463	6178538	The Best Stocks for 2012				
stocktwits	Long over 3.95/great find - hope that wold be another $ANLY or $PZZI   still holding second 1/2    	0.509	6309910	Long over 3.95/great find - hope that wold be another $ANLY or $PZZI   still holding second 1/2				
stocktwits	'today''s momentum movers    '	0.282	21026010	'today''s momentum movers'				
stocktwits	Google Will Soon Start Selling Chromebooks At Walmart And Staples    	0.196	14140852	Google Will Soon Start Selling Chromebooks At Walmart And Staples				
stocktwits	Found some good bull setups this week    	0.448	28165236	Found some good bull setups this week				
stocktwits	holding up relatively well compared to the broad market    	0.394	18249994	holding up relatively well compared to the broad market				
twitter	less than stellar day but it held the 50 day moving average    	-0.14	7.08396387029934E+017	less than stellar day but it held the 50 day moving average				
stocktwits	A beautifully orchestrated marke    	0.152	18949027	A beautifully orchestrated marke				
stocktwits	up 7$    	0.177	6161405	up 7$				
twitter	Cures 96% of Hard-to-Treat    	0.534	7.0919995500571E+017	Cures 96% of Hard-to-Treat				
twitter	Long buying point   	0.23	7.19535349379285E+017	Long	buying point			
twitter	    	0	7.08396324710785E+017					
stocktwits	let it run    	0.473	32035784	let it run				
twitter	Yahoo extends bidding deadline as interest grows    	0.329	7.19478441544925E+017	Yahoo extends bidding deadline as interest grows				
stocktwits	    	-0.272	26919572					
twitter	Today I bought more    	0.087	7.19585607215809E+017	Today I bought more				
stocktwits	you will enjoy the bull run that just started    	0.376	8032355	you will enjoy the bull run that just started				
stocktwits	Issues Statement On Debt Ceiling    	-0.341	16273216	Issues Statement On Debt Ceiling				
stocktwits	'there''s a good short spot    '	-0.434	23655121	'there''s a good short spot'				
stocktwits	Worst performers today  $MGM $IO -6%   	-0.365	5679790	Worst performers today	 $MGM $IO -6%			
twitter	Insiders Are Selling    	-0.351	7.0896004579976E+017	Insiders Are Selling				
stocktwits	good news for domestic automakers    	0.413	36285752	good news for domestic automakers				
stocktwits	can ONE of the cheerleaders show me actual valuation work    	-0.205	7968482	can ONE of the cheerleaders show me actual valuation work				
twitter	up to $95 after market!    	0.342	7.10651607663268E+017	up to $95 after market!				
stocktwits	Buying on Weakness    	0.511	39047253	Buying on Weakness				
stocktwits	Three of my hot stocks today    	0.461	20655340	Three of my hot stocks today				
stocktwits	Ready for Take OFF!    	0.472	16648889	Ready for Take OFF!				
twitter	'Report: Apple signs up for Google''s cloud    '	0.15	7.10221245716021E+017	'Report: Apple signs up for Google''s cloud'				
twitter	Short Setups Looking Nice....Really Nice    	-0.464	7.09779449663721E+017	Short Setups Looking Nice....Really Nice				
twitter	short $MBLY    	-0.606	7.19531030185554E+017	short $MBLY				
stocktwits	will push $NLY investment to another time    	-0.255	5502351	will push $NLY investment to another time				
twitter	Notable gainers among liquid option names this morning    	0.513	7.19544293606736E+017	Notable gainers among liquid option names this morning				
stocktwits	looking to add a gold miner and possibly lower pe tech name into close    	0.425	24504842	looking to add a gold miner and possibly lower pe tech name into close				
stocktwits	point at a possible move up    	0.176	5503795	point at a possible move up				
stocktwits	they let the stock fall big time after earnings    	-0.455	15351878	they let the stock fall big time after earnings				
stocktwits	not selling before    	0.221	15199192	not selling before				
twitter	tremendous opportunity awaits    	0.456	7.1164255141813E+017	tremendous opportunity awaits				
stocktwits	up 10% in premarket ready for lift off   	0.507	34043220	up 10% in premarket	ready for lift off			
stocktwits	the overall market improve    	0.433	10513339	the overall market improve				
stocktwits	gots some $AEZS this morning    	0.514	11192797	gots some $AEZS this morning				
stocktwits	Erinn Murphy of Piper Jaffray thinks $FINL is a BUY    	0.501	38554062	Erinn Murphy of Piper Jaffray thinks $FINL is a BUY				
stocktwits	longer term top building now a quickie short   	0.099	6139409	longer term top building	now a quickie short			
stocktwits	debt crisis entered a dangerous new phase    	-0.331	5901252	debt crisis entered a dangerous new phase				
twitter	$MU may go down 6% if the bear pattern is confirmed    	-0.404	7.19644485056078E+017	$MU may go down 6% if the bear pattern is confirmed				
stocktwits	looking good Note that it broke this area on lighter volume   	0.255	11433855	looking good	Note that it broke this area on lighter volume			
twitter	cracking    	-0.118	7.19929217786475E+017	cracking				
stocktwits	Bullish MA Crossovers    	0.457	39047668	Bullish MA Crossovers				
stocktwits	'still an interesting finance play been in this one since the 14''s- hold   '	0.305	17688269	still an interesting finance play	'been in this one since the 14''s- hold'			
stocktwits	broke the downtrend line ready to launch through the 200 day moving average   	0.309	5997088	broke the downtrend line	ready to launch through the 200 day moving average			
stocktwits	some of the stocks that came up on screens for longs    	0.431	30374823	some of the stocks that came up on screens for longs				
stocktwits	Defying the Downturn    	0.407	6069381	Defying the Downturn				
stocktwits	soars pre-market    	0.34	27583592	soars pre-market				
stocktwits	This stock is a buy    	0.498	19193470	This stock is a buy				
stocktwits	PAIN    	-0.4	8558993	PAIN				
stocktwits	hi beta hi performers    	0.384	16444001	hi beta hi performers				
stocktwits	in trouble ? is that earnings gap still unfilled ?    	-0.368	23856399	in trouble ? is that earnings gap still unfilled ?				
twitter	calls for nice gains Still holding Week made in a morning  	0.396	7.09418142645137E+017	calls for nice gains	Still holding	Week made in a morning		
stocktwits	Long look like a 5-10% run awaits   	0.394	5704829	Long	look like a 5-10% run awaits			
stocktwits	bull move ended waiting for next setup   	-0.204	5491633	bull move ended	waiting for next setup			
stocktwits	trying to lead higher here    	0.256	11195606	trying to lead higher here				
stocktwits	bought back more shares here today    	0.243	7377506	bought back more shares here today				
twitter	getting very close to 200 MA of 110.87   hasnâ€™t closed above 200 MA since July 31   2015. If / when it does   will be significant.    	0.218	7.19522620887183E+017	getting very close to 200 MA of 110.87   hasnâ€™t closed above 200 MA since July 31   2015. If / when it does   will be significant.				
twitter	addding tsla ss    added small vrx long $TSLA $VRX    	0.394	7.10857137585529E+017	addding tsla ss    added small vrx long $TSLA $VRX				
stocktwits	sold xoma    	-0.281	33532903	sold xoma				
stocktwits	nice blurb for $BBRY    	0.183	13482661	nice blurb for $BBRY				
twitter	What a nice reversal.    	0.318	7.19619360973845E+017	What a nice reversal.				
twitter	'I''m watching(and buy targets)    '	0.344	7.19682732712968E+017	'I''m watching(and buy targets)'				
stocktwits	'Don''t catch falling knives    '	0.286	35316844	'Don''t catch falling knives'				
twitter	Barclays signs on to Apple Pay    	0.354	7.19542623279702E+017	Barclays signs on to Apple Pay				
stocktwits	looking weak    	-0.352	13685639	looking weak				
stocktwits	Markets Are Still Acting Weak    	-0.443	6139459	Markets Are Still Acting Weak				
stocktwits	short/put positions looking good here Wait for market downturn to confirm   	-0.485	33349961	short/put positions looking good here	Wait for market downturn to confirm			
twitter	bullish $NFLX day trade setup    	0.422	7.19502781036499E+017	bullish $NFLX day trade setup				
twitter	Unusual Call Activity    	0.332	7.10863854381564E+017	Unusual Call Activity				
stocktwits	Institutions seem to like this class of stocks    	0.422	12767826	Institutions seem to like this class of stocks				
twitter	loading $SPY and $AAPL puts think were toppy   	-0.537	7.19575574101017E+017	loading $SPY and $AAPL puts	think were toppy			
stocktwits	watch $TSLA > 34.5    	0.339	5818088	watch $TSLA > 34.5				
twitter	still in bear market    	-0.421	7.19606796642595E+017	still in bear market				
stocktwits	China winners    	0.452	19639364	China winners				
twitter	stock options trade would have more than doubled your money    	0.294	7.1950723248914E+017	stock options trade would have more than doubled your money				
twitter	master class on how to conquer mobile astonishing turned their fortunes around  	0.419	7.19860765189087E+017	master class on how to conquer mobile	astonishing	turned their fortunes around		
stocktwits	got hit hard lower this AM    	-0.551	20816832	got hit hard lower this AM				
stocktwits	biggies must be loading up here at lows    	0.438	14427501	biggies must be loading up here at lows				
twitter	has a hard to diminish lead    	0.262	7.19842907377771E+017	has a hard to diminish lead				
stocktwits	Inverse Head and Shoulders forming    	0.394	12708048	Inverse Head and Shoulders forming				
twitter	weak outlook    	-0.034	7.19644552047362E+017	weak outlook				
twitter	'Indices are rallying today a lot of the ''highly covered companies'' are underperforming   '	-0.193	7.10532693939917E+017	Indices are rallying today	'a lot of the ''highly covered companies'' are underperforming'			
stocktwits	$GPRO up    	0.619	34122674	$GPRO up				
stocktwits	Embarrassing China numbers    	-0.312	32574837	Embarrassing China numbers				
stocktwits	Possible target    	0.162	5512185	Possible target				
twitter	Rally Friday! #new52weekhighs p over 31%  	0.66	7.0839990699033E+017	Rally Friday!	#new52weekhighs	p over 31%		
stocktwits	Long setup Closed above the 20MA   	0.444	5364779	Long setup	Closed above the 20MA			
stocktwits	CLOSED GREEN!!!! BULLISH!   	0.622	36477978	CLOSED GREEN!!!!	BULLISH!			
stocktwits	    	0	9233685					
stocktwits	bumping its head on declining daily 8ma as overhead resistance    	-0.35	14320787	bumping its head on declining daily 8ma as overhead resistance				
stocktwits	'At least you didn''t stop out    '	-0.222	9440214	'At least you didn''t stop out'				
stocktwits	finds support    	0.504	5499580	finds support				
twitter	Long-Term Potential Robust    	0.249	7.19500274134577E+017	Long-Term Potential Robust				
stocktwits	hopefully peeps shorting $CAMT for scalps    	-0.36	24417983	hopefully peeps shorting $CAMT for scalps				
twitter	Now it is time to short $TSLA    	-0.385	7.19571509996581E+017	Now it is time to short $TSLA				
stocktwits	keep stock on your watch list    	0.271	19203632	keep stock on your watch list				
stocktwits	gap up tomorrow    	0.439	9562530	gap up tomorrow				
twitter	demand ahead strongest growth   	0.532	7.09732847238705E+017	demand ahead	strongest growth			
twitter	Our updated #core4 portfolio    	0.452	7.19532032305574E+017	Our updated #core4 portfolio				
twitter	new HOD with conviction keeping $570 on watch for Resistance    	0.529	7.083890212113E+017	new HOD with conviction keeping $570 on watch for Resistance				
stocktwits	long the market    	0.525	6428776	long the market				
stocktwits	acting tough on big volume against the tape    	0.243	14034627	acting tough on big volume against the tape				
twitter	Best outperformers ranked    	0.492	7.19523482736988E+017	Best outperformers ranked				
twitter	Infection worries prompt regulatory reviews    	-0.401	7.08620553461047E+017	Infection worries prompt regulatory reviews				
twitter	Back to Back intraday reversals look out below Shorts moving in!  	-0.53	7.19605446152163E+017	Back to Back intraday reversals	look out below	Shorts moving in!		
stocktwits	Weekly 625 calls now +42.31%    	0.144	8995918	Weekly 625 calls now +42.31%				
stocktwits	has been a bull and $gld a bear    	0	25406637	has been a bull and $gld a bear				
twitter	Watchlist Top Stocks    	0.342	7.19551394798268E+017	Watchlist Top Stocks				
stocktwits	I would consider this opportunity to add my position company is on the right track they are still improving sales   	0.401	26919965	I would consider this opportunity to add my position	company is on the right track they are still improving sales			
stocktwits	Markets Are Still Acting Weak    	-0.443	6139459	Markets Are Still Acting Weak				
stocktwits	bear flag    	-0.535	8597000	bear flag				
twitter	took some $ENDP long this am    	0.613	7.19885850658509E+017	took some $ENDP long this am				
stocktwits	Yes buy everything up    	0.829	6058084	Yes buy everything up				
stocktwits	Brent back below 49    	-0.353	31881766	Brent back below 49				
twitter	A Premier Retail Dividend Play    	0.354	7.1949032391594E+017	A Premier Retail Dividend Play				
stocktwits	beat up AH   	0.284	25160682	beat	up AH			
twitter	shipments slid -9.6% to lowest quarterly total since 2007 dethrones   	-0.336	7.19872449886745E+017	shipments slid -9.6% to lowest quarterly total since 2007	dethrones			
stocktwits	long    	0.537	5365505	long				
stocktwits	Bullish MA Crossovers    	0.457	39047668	Bullish MA Crossovers				
twitter	the most trending    	0.216	7.09731726726193E+017	the most trending				
twitter	Unusual Call Activity    	0.421	7.09777793798656E+017	Unusual Call Activity				
twitter	Nice day rally!    	0.529	7.19535506980266E+017	Nice day rally!				
twitter	Added long at friday close    	0.513	7.19515579372077E+017	Added long at friday close				
stocktwits	'Looks like might break down I''m out   '	-0.516	25136062	Looks like might break down	'I''m out'			
stocktwits	Long over 3.95/great find - hope that wold be another $ANLY or $PZZI   still holding second 1/2    	0.509	6309910	Long over 3.95/great find - hope that wold be another $ANLY or $PZZI   still holding second 1/2				
twitter	Pushing Channel Development    	0.458	7.19566195964408E+017	Pushing Channel Development				
stocktwits	bot $EZPW    	0.437	6282743	bot $EZPW				
stocktwits	Like this > trade to 200 sma   	0.374	5612749	Like this >	trade to 200 sma			
stocktwits	short    	-0.633	23765380	short				
stocktwits	CHUNK OF DEC $35 PUTS BOUGHT AT    	-0.601	17667026	CHUNK OF DEC $35 PUTS BOUGHT AT				
stocktwits	Not Time To Buy    	-0.382	29978808	Not Time To Buy				
twitter	round 2 short    	-0.438	7.19907082791698E+017	round 2 short				
stocktwits	580+ should be coming very quick   if the FED supports the markets 610    	0.296	14127963	580+ should be coming very quick   if the FED supports the markets 610				
stocktwits	debt crisis entered a dangerous new phase    	-0.331	5901252	debt crisis entered a dangerous new phase				
stocktwits	some of the stocks that came up on screens for longs    	0.431	30374823	some of the stocks that came up on screens for longs				
twitter	Sector Stocks Leading Today    	0.454	7.08355634857529E+017	Sector Stocks Leading Today				
stocktwits	short the market    	-0.541	14972619	short the market				
twitter	Airplane And Hospitality Industries Set Their Sights On #Cuba    	0.405	7.19547552874512E+017	Airplane And Hospitality Industries Set Their Sights On #Cuba				
stocktwits	'Over 16 with conviction  I''m a buyer good for ride to 20  '	0.585	5335110	Over 16 with conviction	' I''m a buyer'	good for ride to 20		
twitter	$NFLX at $44B    	0.215	7.19590082706043E+017	$NFLX at $44B				
twitter	Seeing Competition    	-0.216	7.19616495962067E+017	Seeing Competition				
stocktwits	Some competitors worry that BlackBerry is the inevitable successor to Northern Telecom much more competent leadership   	0.27	38833804	Some competitors worry that BlackBerry is the inevitable successor to Northern Telecom	much more competent leadership			
stocktwits	Moved Upper Bollinger Band    	0.498	29695868	Moved Upper Bollinger Band				
twitter	Unusual Call Activity    	0.332	7.10863854381564E+017	Unusual Call Activity				
stocktwits	4 shorts only    	-0.53	38883695	4 shorts only				
twitter	TOP 5 STOCK PICKS    	0.414	7.19732320404709E+017	TOP 5 STOCK PICKS				
stocktwits	tired of seeing this go down    	-0.085	21860464	tired of seeing this go down				
stocktwits	ascending base breakout starting to gain traction strong stock   	0.733	9600757	ascending base breakout starting to gain traction	strong stock			
twitter	have enjoyed shorting Anglo these last few weeks    	-0.269	7.19835466674151E+017	have enjoyed shorting Anglo these last few weeks				
twitter	Top holdings    	0.311	7.19560724004127E+017	Top holdings				
stocktwits	$AAPL cleary surpassed their BB    	-0.274	12799689	$AAPL cleary surpassed their BB				
stocktwits	all going down    	-0.559	11781180	all going down				
stocktwits	Stochastic Overbought    	-0.385	39047349	Stochastic Overbought				
stocktwits	Expands Share Repurchase Program    	0.285	5631705	Expands Share Repurchase Program				
stocktwits	'Play safe   be long Just make sure you don''t go long with all your money.   '	0.335	27650004	Play safe   be long	'Just make sure you don''t go long with all your money.'			
twitter	Covered    	0.128	7.1057138911223E+017	Covered				
stocktwits	Bullish yeah $EWZ   	0.393	32730863	Bullish yeah	$EWZ			
stocktwits	Closed short position    	0.143	22729575	Closed short position				
twitter	Why $TWTR is doomed in 1 chart    	-0.027	7.1952284643167E+017	Why $TWTR is doomed in 1 chart				
twitter	New RSI signal created on $COST - Buy    	0.497	7.19892780701598E+017	New RSI signal created on $COST - Buy				
twitter	Global PC shipments fell 9.6% in Q1 $MSFT destroyed the PC market   	-0.152	7.19926154082259E+017	Global PC shipments fell 9.6% in Q1	$MSFT destroyed the PC market			
stocktwits	holding up well today    	0.318	6394272	holding up well today				
twitter	Unusual Call Activity    	0.421	7.09777793798656E+017	Unusual Call Activity				
twitter	all higher    	0.293	7.09471541038342E+017	all higher				
twitter	Deutsche Bank: cuts #Starbucks to Hold premium valuation   	-0.17	7.19830167309259E+017	Deutsche Bank: cuts #Starbucks to Hold	premium valuation			
twitter	stocks at support w/ high trade quality    	0.503	7.19866128546181E+017	stocks at support w/ high trade quality				
stocktwits	gapping up to all time highs    	0.782	34298461	gapping up to all time highs				
twitter	downgrade    	-0.463	7.19520125582504E+017	downgrade				
twitter	NetApp downgraded by Macquarie to underperform    	-0.574	7.11946103118242E+017	NetApp downgraded by Macquarie to underperform				
twitter	short the $TSLA    	-0.603	7.19540951018918E+017	short the $TSLA				
twitter	shipments slid -9.6% to lowest quarterly total since 2007 dethrones   	-0.295	7.19872449886745E+017	shipments slid -9.6% to lowest quarterly total since 2007	dethrones			
twitter	Fed cuts rates forecast Our calls go 100%   	0.449	7.10232348738986E+017	Fed cuts rates forecast	Our calls go 100%			
stocktwits	lost revenue not good   	-0.43	12661281	lost revenue	not good			
stocktwits	Finding Support    	0.259	36319076	Finding Support				
stocktwits	confirmation is a hold  bottom looks like   	0.259	10558966	confirmation is a hold 	bottom looks like			
stocktwits	'Sounds like we''ll see some green tomorrow    '	0.395	12564320	'Sounds like we''ll see some green tomorrow'				
stocktwits	closed Friday with the RS line in new highs    	0.371	19869247	closed Friday with the RS line in new highs				
stocktwits	Beautiful trend/base all technicals pointing up Solid accumulation Looks good 	0.645	33351682	Beautiful trend/base	all technicals pointing up	Solid accumulation	Looks good	
twitter	Airplane And Hospitality Industries Set Their Sights On #Cuba    	0.405	7.19547552874512E+017	Airplane And Hospitality Industries Set Their Sights On #Cuba				
twitter	$AAPL signs up with Google cloud    	-0.403	7.10220671037485E+017	$AAPL signs up with Google cloud				
stocktwits	heading back down to Not sure where this goes from here without news   	-0.25	12992578	heading back down to	Not sure where this goes from here without news			
twitter	over 225 million new Internet users are being added globally every year    	0.337	7.19533807897047E+017	over 225 million new Internet users are being added globally every year				
twitter	Unusual call buying    	0.336	7.11907079296934E+017	Unusual call buying				
twitter	obby against Judge Garland or they risk losing the case    	-0.261	7.10111209756828E+017	obby against Judge Garland or they risk losing the case				
stocktwits	probably long    	0.29	13253323	probably long				
twitter	Unusual Call Activity    	0.421	7.09777793798656E+017	Unusual Call Activity				
stocktwits	Loooooongggggg base    	0.557	26281546	Loooooongggggg base				
twitter	$PYPL w/ a solid start in #ecommerce checkout    	0.375	7.19612962013635E+017	$PYPL w/ a solid start in #ecommerce checkout				
stocktwits	'want to go this morning it''s about time looking at the chart   '	0.28	8820362	want to go this morning	'it''s about time looking at the chart'			
twitter	breaking out    	0.068	7.09265484953203E+017	breaking out				
twitter	Nobody is recommending the sale of this stock Big things coming   	0.623	7.08681637572117E+017	Nobody is recommending the sale of this stock	Big things coming			
stocktwits	all on a longer-term   technical swing long basis.    	0.591	25816362	all on a longer-term   technical swing long basis.				
stocktwits	buying my last round of shorts next week    	-0.339	9169048	buying my last round of shorts next week				
stocktwits	This stock is such a winner    	0.451	11600568	This stock is such a winner				
twitter	Pivotal upgrades Alphabet ahead of Q1 results    	0.53	7.19554207280333E+017	Pivotal upgrades Alphabet ahead of Q1 results				
twitter	Monday sold    	-0.37	7.19514330182459E+017	Monday sold				
stocktwits	only those with the stomach for high risk are left    	-0.151	22415114	only those with the stomach for high risk are left				
stocktwits	Men sell $SVXY puts    	0.092	39050233	Men sell $SVXY puts				
stocktwits	was still up on the screen    	0.377	16201444	was still up on the screen				
stocktwits	some upside today If there is catalyst for this guy. It can run   	0.254	9005652	some upside today	If there is catalyst for this guy. It can run			
stocktwits	shorts made a killing last couple days    	-0.529	11116406	shorts made a killing last couple days				
stocktwits	Will be looking to add shares if we get a new high breakout    	0.421	11379892	Will be looking to add shares if we get a new high breakout				
stocktwits	atching SPY 60 min STO for a push    	-0.035	37380126	atching SPY 60 min STO for a push				
twitter	#whisperbeat    	0.619	7.10557978621968E+017	#whisperbeat				
twitter	BMW entering into ride-share market with i3    	0.399	7.19524690256138E+017	BMW entering into ride-share market with i3				
twitter	Rally Friday! #new52weekhighs p over 31%  	0.66	7.0839990699033E+017	Rally Friday!	#new52weekhighs	p over 31%		
stocktwits	staying strong    	0.532	6200985	staying strong				
twitter	Can $TSLA roll over yet?    	-0.212	7.19628052175585E+017	Can $TSLA roll over yet?				
stocktwits	Stock Receives Ratings Downgrade Today at Jefferies    	-0.501	31794932	Stock Receives Ratings Downgrade Today at Jefferies				
stocktwits	Looks weak now Stay Short in SPY till then.   	-0.504	31138946	Looks weak now	Stay Short in SPY till then.			
stocktwits	small pos   short 180 wkly puts    	-0.597	12246765	small pos   short 180 wkly puts				
stocktwits	downward trendline    	-0.143	8205922	downward trendline				
stocktwits	'isn''t cheap Wake me up when it''s in the 20s   then it''s worth a look.   '	-0.353	5493669	'isn''t cheap'	'Wake me up when it''s in the 20s   then it''s worth a look.'			
stocktwits	they have real assets    	0.432	34182363	they have real assets				
stocktwits	Finding Support    	0.259	36319076	Finding Support				
twitter	'Buy these 3 stocks while there''s blood in the streets    '	0.415	7.1079271370931E+017	'Buy these 3 stocks while there''s blood in the streets'				
twitter	Risky move    	-0.078	7.19655001878979E+017	Risky move				
twitter	Great short entry right now    	-0.461	7.19548346428359E+017	Great short entry right now				
stocktwits	Google   Inc. completes acquisition of ICOA    	0.267	10698860	Google   Inc. completes acquisition of ICOA				
twitter	Stocks Higher In Afternoon Trade    	0.314	7.19599977480253E+017	Stocks Higher In Afternoon Trade				
stocktwits	Looking for continuation with volume increase    	0.308	9151159	Looking for continuation with volume increase				
twitter	Top #NetPayoutYields    	0.426	7.10965451677827E+017	Top #NetPayoutYields				
stocktwits	actively Head & Shoulder in progress    	-0.222	14122182	actively Head & Shoulder in progress				
twitter	with personal story sharing declining will $FB feeds start to look more like $TWTR   	-0.572	7.19634125154492E+017	with personal story sharing declining	will $FB feeds start to look more like $TWTR			
twitter	worst performers    	-0.244	7.19541888940958E+017	worst performers				
twitter	not dipping - testing the 200 day ma    	0.281	7.10537211318575E+017	not dipping - testing the 200 day ma				
twitter	Bad Apple    	-0.392	7.19532075100021E+017	Bad Apple				
stocktwits	    	0	32370562					
stocktwits	should reward better on good earnings    	0.326	7800016	should reward better on good earnings				
twitter	daily sales slowing again    	-0.105	7.19878510077039E+017	daily sales slowing again				
stocktwits	In play tmrw    	0.805	6003051	In play tmrw				
twitter	Sector Stocks Leading Today    	0.454	7.08355634857529E+017	Sector Stocks Leading Today				
twitter	bidding war picks up for the company    	0.391	7.19614762112266E+017	bidding war picks up for the company				
stocktwits	is now beaten down   hated    	-0.303	11708632	is now beaten down   hated				
stocktwits	China winners    	0.452	19639364	China winners				
twitter	Announces Record #Esports Viewership    	0.208	7.19905644648632E+017	Announces Record #Esports Viewership				
stocktwits	shares up ~7% after hours beats by   	0.552	6122618	shares up ~7% after hours	beats by			
stocktwits	seriously nothing says strong growth like well played   	0.312	13132243	seriously nothing says strong growth like	well played			
stocktwits	Call credit spread    	0.311	32725729	Call credit spread				
stocktwits	they are hitting everything in sight. short it   	-0.504	28622523	they are hitting everything in sight.	short it			
stocktwits	bought 3500 shares today!    	0.738	19344478	bought 3500 shares today!				
stocktwits	LNKD is great but doesnt the potential side with Fb    	0.283	29352447	LNKD is great but doesnt the potential side with Fb				
stocktwits	short somewhere in the high his thing will b short to $3 soon   	-0.526	5437050	short somewhere in the high	his thing will b short to $3 soon			
twitter	#iPhone is really annoying.    	-0.398	7.19640989422387E+017	#iPhone is really annoying.				
twitter	Bought more - Bought $FB at    	0.506	7.19534328061911E+017	Bought more - Bought $FB at				
stocktwits	only a 50% gain from these levels    	-0.22	22981215	only a 50% gain from these levels				
stocktwits	companies shld be worried about iCloud    	-0.329	5806487	companies shld be worried about iCloud				
stocktwits	indicators turning up Bounced off support   	0.351	8596960	indicators turning up	Bounced off support			
stocktwits	US Adds 321K Jobs In November Unemployment Rate Remains At  Gold Futures off  	0.183	29932186	US Adds 321K Jobs In November	Unemployment Rate Remains At 	Gold Futures off		
twitter	massive logistics capex result in missed earnings    	-0.324	7.11252950337753E+017	massive logistics capex result in missed earnings				
stocktwits	great company    	0.408	23053491	great company				
twitter	long $AAPL    	0.648	7.10492540529746E+017	long $AAPL				
stocktwits	on the move up again    	0.483	11143190	on the move up again				
stocktwits	ooks like nice risk/reward for starting to initiate a position looks like nice risk/reward for starting to initiate a position   	0.309	34226026	ooks like nice risk/reward for starting to initiate a position	looks like nice risk/reward for starting to initiate a position			
stocktwits	Favorite Stocks    	0.401	11302969	Favorite Stocks				
twitter	start strong finish weak    	-0.086	7.19498704994972E+017	start strong finish weak				
twitter	buy $WFM    	0.474	7.0949979491011E+017	buy $WFM				
stocktwits	Elon Muskâ€™s Comparision Of $TSLA With $AAPL Doesnâ€™t Go Well    	-0.277	32648097	Elon Muskâ€™s Comparision Of $TSLA With $AAPL Doesnâ€™t Go Well				
stocktwits	run run $AMZN up 4.4% now    	0.482	35618881	run run $AMZN up 4.4% now				
twitter	Covered Call    	0.329	7.10127113127531E+017	Covered Call				
stocktwits	earnings were good    	0.336	7595388	earnings were good				
twitter	tremendous opportunity awaits    	0.384	7.11750334209593E+017	tremendous opportunity awaits				
twitter	downgrade    	-0.463	7.19520125582504E+017	downgrade				
twitter	$FB and $IBB still weak    	-0.373	7.1952451170877E+017	$FB and $IBB still weak				
stocktwits	Dividend Hike Green Light    	0.316	7211448	Dividend Hike Green Light				
stocktwits	guess everyone wants 620    	0.239	9894993	guess everyone wants 620				
stocktwits	Good to load up Be confident    	0.281	6783339	Good to load up Be confident				
twitter	long    	0.388	7.19605317365936E+017	long				
twitter	Aggressive Buy    	0.306	7.19950370294792E+017	Aggressive Buy				
twitter	Highest call to put ratio    	0.348	7.19614954500858E+017	Highest call to put ratio				
stocktwits	short    	-0.339	19375545	short				
twitter	As for $TWTR   no words.    	-0.188	7.19945914270556E+017	As for $TWTR   no words.				
stocktwits	Stream too bullish you are going against the biggest BILLIONS   	0.492	35909043	Stream too bullish	you are going against the biggest BILLIONS			
stocktwits	nice in an out couple mini trades    	0.121	17577910	nice in an out couple mini trades				
